time,Voltage Inductor,Current Inductor
0,0.9900990099009900990099009901,0.09900990099009900990099009901
1.800000000000000000000000000,0.9704930889128516812077247329,0.09704930889128516812077247329
3.600000000000000000000000000,0.9512754039838843211838093916,0.09512754039838843211838093916
5.400000000000000000000000000,0.9324382672713321564078923739,0.09324382672713321564078923739
7.200000000000000000000000000,0.9139741431669493414295182675,0.09139741431669493414295182675
9.000000000000000000000000000,0.8958756452824552950645773117,0.08958756452824552950645773117
10.80000000000000000000000000,0.8781355334946839030831005332,0.08781355334946839030831005332
12.60000000000000000000000000,0.8607467110492446178735341860,0.08607467110492446178735341860
14.40000000000000000000000000,0.8437022217215368036582166774,0.08437022217215368036582166774
16.20000000000000000000000000,0.8269952470339816194273609016,0.08269952470339816194273609016
18.00000000000000000000000000,0.8106191035283582210228587055,0.08106191035283582210228587055
19.80000000000000000000000000,0.7945672400921531077352773450,0.07945672400921531077352773450
21.60000000000000000000000000,0.7788332353378530461959649223,0.07788332353378530461959649223
23.40000000000000000000000000,0.7634107950341331838950547258,0.07634107950341331838950547258
25.20000000000000000000000000,0.7482937495879127248080239391,0.07482937495879127248080239391
27.00000000000000000000000000,0.7334760515762708886732115839,0.07334760515762708886732115839
28.80000000000000000000000000,0.7189517733272358215707717505,0.07189517733272358215707717505
30.00000000000000000000000000,0.6993458523390974037685954933,0.2679543872141077601788397474
30.60000000000000000000000000,0.6851091835603402587869960527,0.2665307203362320456806798033
31.80000000000000000000000000,0.6466738137024055387391653702,0.2587659991528108901154614836
32.40000000000000000000000000,0.6327190591568911094997758195,0.2573705236982594471915225285
33.60000000000000000000000000,0.5958135700073730329742010237,0.2498364377975141675341819807
34.20000000000000000000000000,0.5821351472350371072841063156,0.2484685955202805749651725099
35.40000000000000000000000000,0.5467140206754405674184405724,0.2411590555218104880234225320
36.00000000000000000000000000,0.5333064577599825808509219971,0.2398182992302646893666706745
37.20000000000000000000000000,0.4993253784751688433539682711,0.2327273664809067526213004806
37.80000000000000000000000000,0.4861833118550664604808560042,0.2314131598188965143339892539
39.00000000000000000000000000,0.4535991375459693685054917591,0.2245350428110879958634646382
39.60000000000000000000000000,0.4407173098688393100457084480,0.2232468600433749900174863071
40.80000000000000000000000000,0.4094880421732345454034487966,0.2165759109162602351569649863
41.40000000000000000000000000,0.3968613001926813197844532739,0.2153132367182049125950654340
42.60000000000000000000000000,0.3669460562976471579507738755,0.2088439478396136393697842247
43.20000000000000000000000000,0.3545693488117583526410653928,0.2076062770910247588388133764
44.40000000000000000000000000,0.3259283337418366910303278410,0.2013332777184910298346761195
45.00000000000000000000000000,0.3137967095725001392911086352,0.2001201153015573746607541989
46.20000000000000000000000000,0.2863911891379286689686267435,0.1940381683205891907823348546
46.80000000000000000000000000,0.2744997951501631380559267299,0.1928490289218126376910648532
48.00000000000000000000000000,0.2482920695399035499702337464,0.1869530276596619992015951156
48.60000000000000000000000000,0.2366361487004106038280822479,0.1857874355757127045873799658
49.80000000000000000000000000,0.2115895267050438494013551365,0.1800724006889350064871909826
50.40000000000000000000000000,0.2001644161792042289253848558,0.1789298896363510444395939545
51.60000000000000000000000000,0.1762431900291022651769472671,0.1733909660704808357568877111
52.20000000000000000000000000,0.1650443193156555084727783781,0.1722710789991361600864708222
53.40000000000000000000000000,0.1422137401201698197260964370,0.1669035330188436187516205888
54.00000000000000000000000000,0.1312366292228309195903269319,0.1658058219291097287380436383
55.20000000000000000000000000,0.1094628829965615874799741576,0.1606050382172387037096022035
55.80000000000000000000000000,0.09870314063184325962412088036,0.1595290639807668709240168758
57.00000000000000000000000000,0.07795332489436861320351455986,0.1544905428046910390549937727
57.60000000000000000000000000,0.06740664673489223243391580296,0.1534358749887434009780338970
58.80000000000000000000000000,0.04764874767064830976891064106,0.1485552294325119952910454141
59.40000000000000000000000000,0.03731091462324076822247225558,0.1475214461277712411364015756
60.00000000000000000000000000,0.01809322969427340819855691438,0.3396982954174448413755549881
60.60000000000000000000000000,-0.00070390014042524447141766462,0.3349712486782235471122376421
61.20000000000000000000000000,-0.01083702362253758717535231969,0.3339579363300123128418441766
61.80000000000000000000000000,-0.04774251277205566370092711545,0.3186591292458458776192853091
62.40000000000000000000000000,-0.06560917620756678712553607921,0.3140815119931918794289465026
63.00000000000000000000000000,-0.07554164377914225175612549359,0.3130882652360343329658875612
63.60000000000000000000000000,-0.1094556486895697015307087672,0.2984722299292945006785312064
64.20000000000000000000000000,-0.1264213251794697065720683602,0.2940399777258373150363763055
64.80000000000000000000000000,-0.1361571102248753600218540238,0.2930663992212967496913977391
65.40000000000000000000000000,-0.1672137796449847584901866801,0.2791090796248560689162479213
66.00000000000000000000000000,-0.1833071459927522107137448300,0.2748182304069877263803883913
66.60000000000000000000000000,-0.1928501432154765640952179062,0.2738639306847152910422410837
67.20000000000000000000000000,-0.2211788891488244842351299041,0.2605420154135411885331843174
67.80000000000000000000000000,-0.2364278397365260389999912423,0.2563887070307505564820757302
68.40000000000000000000000000,-0.2457818667172162467699500002,0.2554533043326815357050798544
69.00000000000000000000000000,-0.2715075112344030657028215024,0.2427442054422446261437316640
69.60000000000000000000000000,-0.2859391777649772146043609215,0.2387246732537611995616210599
70.20000000000000000000000000,-0.2951079764886240519234294069,0.2378077933813965158297142114
70.80000000000000000000000000,-0.3183508943485008884028966887,0.2256896256987336008570201972
71.40000000000000000000000000,-0.3319916651129709297206674295,0.2218002002261759516014440186
72.00000000000000000000000000,-0.3409789034658524831324276281,0.2209014763908877962602679987
