time,Voltage Capacitor,Current Capacitor
0,0.009900990099009900990099009901,0.09900990099009900990099009901
1.800000000000000000000000000,0.02950691108714831879227526713,0.09704930889128516812077247329
3.600000000000000000000000000,0.04872459601611567881619060838,0.09512754039838843211838093917
5.400000000000000000000000000,0.06756173272866784359210762604,0.09324382672713321564078923741
7.200000000000000000000000000,0.08602585683305065857048173246,0.09139741431669493414295182677
9.000000000000000000000000000,0.1041243547175447049354226883,0.08958756452824552950645773119
10.80000000000000000000000000,0.1218644665053160969168994668,0.08781355334946839030831005335
12.60000000000000000000000000,0.1392532889507553821264658140,0.08607467110492446178735341863
14.40000000000000000000000000,0.1562977782784631963417833226,0.08437022217215368036582166777
16.20000000000000000000000000,0.1730047529660183805726390984,0.08269952470339816194273609019
18.00000000000000000000000000,0.1893808964716417789771412945,0.08106191035283582210228587059
19.80000000000000000000000000,0.2054327599078468922647226550,0.07945672400921531077352773453
21.60000000000000000000000000,0.2211667646621469538040350777,0.07788332353378530461959649227
23.40000000000000000000000000,0.2365892049658668161049452742,0.07634107950341331838950547263
25.20000000000000000000000000,0.2517062504120872751919760609,0.07482937495879127248080239397
27.00000000000000000000000000,0.2665239484237291113267884161,0.07334760515762708886732115845
28.80000000000000000000000000,0.2810482266727641784292282495,0.07189517733272358215707717511
30.00000000000000000000000000,0.3006541476609025962314045067,0.2679543872141077601788397474
30.60000000000000000000000000,0.3148908164396597412130039473,0.2665307203362320456806798033
31.80000000000000000000000000,0.3533261862975944612608346298,0.2587659991528108901154614837
32.40000000000000000000000000,0.3672809408431088905002241805,0.2573705236982594471915225286
33.60000000000000000000000000,0.4041864299926269670257989762,0.2498364377975141675341819807
34.20000000000000000000000000,0.4178648527649628927158936843,0.2484685955202805749651725099
35.40000000000000000000000000,0.4532859793245594325815594275,0.2411590555218104880234225321
36.00000000000000000000000000,0.4666935422400174191490780028,0.2398182992302646893666706746
37.20000000000000000000000000,0.5006746215248311566460317288,0.2327273664809067526213004808
37.80000000000000000000000000,0.5138166881449335395191439957,0.2314131598188965143339892541
39.00000000000000000000000000,0.5464008624540306314945082408,0.2245350428110879958634646385
39.60000000000000000000000000,0.5592826901311606899542915519,0.2232468600433749900174863074
40.80000000000000000000000000,0.5905119578267654545965512033,0.2165759109162602351569649866
41.40000000000000000000000000,0.6031386998073186802155467260,0.2153132367182049125950654343
42.60000000000000000000000000,0.6330539437023528420492261244,0.2088439478396136393697842251
43.20000000000000000000000000,0.6454306511882416473589346071,0.2076062770910247588388133768
44.40000000000000000000000000,0.6740716662581633089696721589,0.2013332777184910298346761200
45.00000000000000000000000000,0.6862032904274998607088913647,0.2001201153015573746607541994
46.20000000000000000000000000,0.7136088108620713310313732564,0.1940381683205891907823348550
46.80000000000000000000000000,0.7255002048498368619440732700,0.1928490289218126376910648536
48.00000000000000000000000000,0.7517079304600964500297662535,0.1869530276596619992015951159
48.60000000000000000000000000,0.7633638512995893961719177520,0.1857874355757127045873799661
49.80000000000000000000000000,0.7884104732949561505986448634,0.1800724006889350064871909828
50.40000000000000000000000000,0.7998355838207957710746151441,0.1789298896363510444395939547
51.60000000000000000000000000,0.8237568099708977348230527328,0.1733909660704808357568877114
52.20000000000000000000000000,0.8349556806843444915272216218,0.1722710789991361600864708225
53.40000000000000000000000000,0.8577862598798301802739035629,0.1669035330188436187516205892
54.00000000000000000000000000,0.8687633707771690804096730680,0.1658058219291097287380436387
55.20000000000000000000000000,0.8905371170034384125200258423,0.1606050382172387037096022039
55.80000000000000000000000000,0.9012968593681567403758791195,0.1595290639807668709240168762
57.00000000000000000000000000,0.9220466751056313867964854400,0.1544905428046910390549937731
57.60000000000000000000000000,0.9325933532651077675660841969,0.1534358749887434009780338974
58.80000000000000000000000000,0.9523512523293516902310893588,0.1485552294325119952910454146
59.40000000000000000000000000,0.9626890853767592317775277443,0.1475214461277712411364015761
60.00000000000000000000000000,0.9819067703057265918014430856,0.3396982954174448413755549886
60.60000000000000000000000000,1.000703900140425244471417665,0.3349712486782235471122376426
61.20000000000000000000000000,1.010837023622537587175352320,0.3339579363300123128418441771
61.80000000000000000000000000,1.047742512772055663700927116,0.3186591292458458776192853097
62.40000000000000000000000000,1.065609176207566787125536080,0.3140815119931918794289465032
63.00000000000000000000000000,1.075541643779142251756125494,0.3130882652360343329658875618
63.60000000000000000000000000,1.109455648689569701530708768,0.2984722299292945006785312071
64.20000000000000000000000000,1.126421325179469706572068361,0.2940399777258373150363763062
64.80000000000000000000000000,1.136157110224875360021854025,0.2930663992212967496913977398
65.40000000000000000000000000,1.167213779644984758490186681,0.2791090796248560689162479221
66.00000000000000000000000000,1.183307145992752210713744831,0.2748182304069877263803883920
66.60000000000000000000000000,1.192850143215476564095217907,0.2738639306847152910422410844
67.20000000000000000000000000,1.221178889148824484235129905,0.2605420154135411885331843181
67.80000000000000000000000000,1.236427839736526038999991243,0.2563887070307505564820757309
68.40000000000000000000000000,1.245781866717216246769950001,0.2554533043326815357050798551
69.00000000000000000000000000,1.271507511234403065702821503,0.2427442054422446261437316648
69.60000000000000000000000000,1.285939177764977214604360922,0.2387246732537611995616210607
70.20000000000000000000000000,1.295107976488624051923429407,0.2378077933813965158297142122
70.80000000000000000000000000,1.318350894348500888402896689,0.2256896256987336008570201981
71.40000000000000000000000000,1.331991665112970929720667430,0.2218002002261759516014440195
72.00000000000000000000000000,1.340978903465852483132427629,0.2209014763908877962602679996
72.60000000000000000000000000,1.361855160658724835648598882,0.2093530374035058716000017252
73.20000000000000000000000000,1.374730699339414439892182004,0.2055901420382591501137017164
