time,Voltage Capacitor
0,3.000000000000000000000000000
0.4,7.285714285714285714285714285
0.8,9.122448979591836734693877549
1.200000000000000000000000000,15.62390670553935860058309038
1.600000000000000000000000000,23.71636817992503123698458975
2.000000000000000000000000000,26.60147557565300172547152971
2.400000000000000000000000000,32.75812232431498213612808721
2.800000000000000000000000000,39.31291059887988038673552361
3.200000000000000000000000000,40.49353244515002917417848998
3.600000000000000000000000000,45.05856594457866210351682095
4.000000000000000000000000000,49.72062139583147060867701799
4.400000000000000000000000000,49.35336630631690978730446247
4.800000000000000000000000000,52.70781870510459272079030333
5.200000000000000000000000000,55.97228330839876156729957338
5.600000000000000000000000000,54.59703210673637920804922615
6.000000000000000000000000000,57.23499118991088890033855768
6.400000000000000000000000000,59.56201418155352142633550367
6.800000000000000000000000000,57.60507720331364383569807258
7.200000000000000000000000000,59.87348448876331011138922682
7.600000000000000000000000000,61.56927270282699619995968943
8.000000000000000000000000000,59.30656024720540299943857338
8.400000000000000000000000000,61.41425706070959223422207943
8.800000000000000000000000000,62.66362692970013555628339598
9.200000000000000000000000000,60.26358511110032946649175585
9.600000000000000000000000000,62.32718987781551355499147643
10.00000000000000000000000000,0.9107526410814713491925675685
