time,Voltage Inductor
0,60.00000000000000000000000000
0.4,55.71428571428571428571428572
0.8,53.87755102040816326530612246
1.200000000000000000000000000,47.37609329446064139941690963
1.600000000000000000000000000,39.28363182007496876301541026
2.000000000000000000000000000,36.39852442434699827452847030
2.400000000000000000000000000,30.24187767568501786387191280
2.800000000000000000000000000,23.68708940112011961326447640
3.200000000000000000000000000,22.50646755484997082582151003
3.600000000000000000000000000,17.94143405542133789648317907
4.000000000000000000000000000,13.27937860416852939132298203
4.400000000000000000000000000,13.64663369368309021269553755
4.800000000000000000000000000,10.29218129489540727920969667
5.200000000000000000000000000,7.027716691601238432700426618
5.600000000000000000000000000,8.402967893263620791950773844
6.000000000000000000000000000,5.765008810089111099661442324
6.400000000000000000000000000,3.437985818446478573664496363
6.800000000000000000000000000,5.394922796686356164301927524
7.200000000000000000000000000,3.126515511236689888610773283
7.600000000000000000000000000,1.430727297173003800040310733
8.000000000000000000000000000,3.693439752794597000561426852
8.400000000000000000000000000,1.585742939290407765777920758
8.800000000000000000000000000,0.336373070299864443716604071
9.200000000000000000000000000,2.736414888899670533508244163
9.600000000000000000000000000,0.672810122184486445008523350
10.00000000000000000000000000,-0.2379425188969849041840447080
10.40000000000000000000000000,-2.459733607762549765235020536
